10.1034/j.1600-0412.2003.820107.x	0001-6349
10.1037/0022-006X.66.2.248	1939-2117
10.1037/0022-006X.66.2.337	1939-2117
10.1037/0022-006X.66.5.715	1939-2117
10.1037/0022-006X.66.5.832	1939-2117
10.1037/0022-006X.66.6.939	1939-2117
10.1037/0022-006X.66.6.979	1939-2117
10.1037/0022-006X.67.1.3	1939-2117
10.1037/0022-006X.67.3.362	1939-2117
10.1037/0022-006X.67.3.367	1939-2117
10.1037/0022-006X.67.4.451	1939-2117
10.1037/0022-006X.67.4.599	1939-2117
10.1037/0022-006X.67.5.631	1939-2117
10.1037/0022-006X.67.5.648	1939-2117
10.1037/0022-006X.67.5.688	1939-2117
10.1037/0022-006X.67.5.790	1939-2117
10.1037/0022-006X.67.6.859	1939-2117
10.1037/0022-006X.67.6.945	1939-2117
10.1037/0022-006X.68.1.19	1939-2117
10.1037/0022-006X.68.3.417	1939-2117
10.1037/0022-006X.68.4.594	1939-2117
10.1037/0022-006X.68.5.748	1939-2117
10.1037/0022-006X.68.5.875	1939-2117
10.1037/0022-006X.68.6.947	1939-2117
10.1037/0022-006X.69.3.489	1939-2117
10.1037/0022-006X.69.6.875	1939-2117
10.1037/0022-006X.70.2.433	1939-2117
10.1037/0022-006X.70.5.1182	1939-2117
10.1037/0022-006X.71.2.223	1939-2117
10.1037/0022-006X.71.2.309	1939-2117
10.1037/0022-006X.71.2.394	1939-2117
10.1037/0022-006X.71.3.528	1939-2117
10.1037/0022-006X.71.3.629	1939-2117
10.1037/0022-006X.71.4.773	1939-2117
10.1037/0022-006X.71.5.918	1939-2117
10.1037/0022-006X.71.6.1049	1939-2117
10.1037/0022-006X.72.1.19	1939-2117
10.1037/0022-006X.72.4.671	1939-2117
10.1037/0022-006X.72.5.757	1939-2117
10.1037/0022-006X.72.5.904	1939-2117
10.1037/0022-006X.73.2.249	1939-2117
10.1037/0022-006X.73.2.334	1939-2117
10.1037/0022-006X.73.3.466	1939-2117
10.1037/0022-006X.73.6.1036	1939-2117
10.1037/0022-006X.74.1.1	1939-2117
10.1037/0022-006X.74.2.367	1939-2117
10.1037/0022-006X.74.3.568	1939-2117
10.1037/0022-006X.74.4.658	1939-2117
10.1037/0022-006X.74.4.677	1939-2117
10.1037/0022-006X.74.5.828	1939-2117
10.1037/0022-006X.74.5.908	1939-2117
10.1037/0022-006X.74.5.930	1939-2117
10.1037/0022-006X.74.6.1027	1939-2117
10.1037/0022-006X.75.2.277	1939-2117
10.1037/0022-006X.75.2.336	1939-2117
10.1037/0022-006X.75.3.489	1939-2117
10.1037/0022-006X.75.4.652	1939-2117
10.1037/0022-006X.75.5.671	1939-2117
10.1037/0022-006X.75.6.1000	1939-2117
10.1037/0022-006X.75.6.875	1939-2117
10.1037/0022-006X.75.6.992	1939-2117
10.1037/0022-006X.76.2.243	1939-2117
10.1037/0022-006X.76.3.379	1939-2117
10.1037/0022-006X.76.3.468	1939-2117
10.1037/0022-006X.76.3.511	1939-2117
10.1037/0022-006X.76.5.893	1939-2117
10.1037/0022-006x.44.4.690	1939-2117
10.1037/0022-006x.45.3.417	1939-2117
10.1037/0022-006x.45.6.987	1939-2117
10.1037/0022-006x.46.4.806	0022-006X
10.1037/0022-006x.47.1.225	null
10.1037/0022-006x.47.2.343	1939-2117
10.1037/0022-006x.47.5.912	1939-2117
10.1037/0022-006x.48.1.95	1939-2117
10.1037/0022-006x.49.2.245	1939-2117
10.1037/0022-006x.50.3.389	1939-2117
10.1037/0022-006x.51.1.54	1939-2117
10.1037/0022-006x.51.2.215	1939-2117
10.1037/0022-006x.51.2.276	1939-2117
10.1037/0022-006x.51.3.390	1939-2117
10.1037/0022-006x.53.1.7	1939-2117
10.1037/0022-006x.53.2.175	1939-2117
10.1037/0022-006x.54.2.196	1939-2117
10.1037/0022-006x.54.4.416	1939-2117
10.1037/0022-006x.54.4.438	1939-2117
10.1037/0022-006x.54.4.461	1939-2117
10.1037/0022-006x.54.4.566	1939-2117
10.1037/0022-006x.54.5.724	1939-2117
10.1037/0022-006x.55.1.3	1939-2117
10.1037/0022-006x.55.2.162	1939-2117
10.1037/0022-006x.55.5.778	1939-2117
10.1037/0022-006x.56.2.239	1939-2117
10.1037/0022-006x.56.2.261	1939-2117
10.1037/0022-006x.56.6.843	1939-2117
10.1037/0022-006x.56.6.893	1939-2117
10.1037/0022-006x.57.1.106	1939-2117
10.1037/0022-006x.57.1.138	1939-2117
10.1037/0022-006x.57.1.162	1939-2117
10.1037/0022-006x.57.2.242	1939-2117
10.1037/0022-006x.57.3.403	1939-2117
10.1037/0022-006x.57.3.408	1939-2117
10.1037/0022-006x.59.1.12	1939-2117
10.1037/0022-006x.59.2.289	1939-2117
10.1037/0022-006x.59.6.785	1939-2117
10.1037/0022-006x.60.2.213	1939-2117
10.1037/0022-006x.60.2.293	1939-2117
10.1037/0022-006x.60.3.339	1939-2117
10.1037/0022-006x.61.1.121	1939-2117
10.1037/0022-006x.61.5.858	1939-2117
10.1037/0022-006x.62.2.221	1939-2117
10.1037/0022-006x.62.2.252	1939-2117
10.1037/0022-006x.62.3.535	1939-2117
10.1037/0022-006x.62.5.901	1939-2117
10.1037/0022-006x.62.6.1177	1939-2117
10.1037/0022-006x.63.2.249	1939-2117
10.1037/0022-006x.63.6.1044	1939-2117
10.1037/0022-006x.64.1.64	1939-2117
10.1037/0022-006x.64.3.520	1939-2117
10.1037/0022-006x.64.4.660	1939-2117
10.1037/0022-006x.64.4.783	1939-2117
10.1037/0022-006x.64.6.1152	1939-2117
10.1037/0022-006x.65.1.44	1939-2117
10.1037/0022-006x.65.4.703	1939-2117
10.1037/0022-006x.66.1.7	1939-2117
10.1037/0022-006x.66.2.219	1939-2117
10.1037/0022-006x.66.2.348	1939-2117
10.1037/0022-006x.67.1.145	1939-2117
10.1037/0022-006x.67.3.332	1939-2117
10.1037/0022-006x.67.3.362	1939-2117
10.1037/0022-006x.67.5.688	1939-2117
10.1037/0022-006x.67.6.945	1939-2117
10.1037/0022-006x.68.3.438	1939-2117
10.1037/0022-006x.68.5.748	1939-2117
10.1037/0022-006x.68.5.875	1939-2117
10.1037/0022-006x.68.6.1000	1939-2117
10.1037/0022-006x.69.2.305	1939-2117
10.1037/0022-006x.70.2.433	1939-2117
10.1037/0022-006x.70.4.880	1939-2117
10.1037/0022-006x.70.4.998	1939-2117
10.1037/0022-006x.70.5.1129	1939-2117
10.1037/0022-006x.70.5.1182	1939-2117
10.1037/0022-006x.71.2.279	1939-2117
10.1037/0022-006x.71.2.394	1939-2117
10.1037/0022-006x.71.6.1049	1939-2117
10.1037/0022-006x.71.6.997	1939-2117
10.1037/0022-006x.72.1.19	1939-2117
10.1037/0022-006x.72.1.31	1939-2117
10.1037/0022-006x.72.2.341	1939-2117
10.1037/0022-006x.72.6.1081	1939-2117
10.1037/0022-006x.72.6.1122	1939-2117
10.1037/0022-006x.73.2.334	1939-2117
10.1037/0022-006x.73.3.477	1939-2117
10.1037/0022-006x.73.6.1154	1939-2117
10.1037/0022-006x.74.3.568	1939-2117
10.1037/0022-006x.74.5.828	1939-2117
10.1037/0022-006x.74.6.1017	1939-2117
10.1037/0022-006x.74.6.994	1939-2117
10.1037/0022-006x.75.2.336	1939-2117
10.1037/0022-006x.75.3.409	1939-2117
10.1037/0022-006x.75.4.513	1939-2117
10.1037/0022-006x.75.6.842	1939-2117
10.1037/0022-006x.76.1.28	1939-2117
10.1037/0022-0167.23.1.22	0022-0167
10.1037/0022-0167.24.2.87	0022-0167
10.1037/0022-0167.24.5.420	0022-0167
10.1037/0022-0167.26.3.181	0022-0167
10.1037/0022-0167.29.5.462	0022-0167
10.1037/0022-0167.29.5.468	0022-0167
10.1037/0022-0167.30.2.164	1939-2168
10.1037/0022-0167.30.4.537	0022-0167
10.1037/0022-0167.31.2.179	0022-0167
10.1037/0022-0167.31.2.238	0022-0167
10.1037/0022-0167.32.4.589	1939-2168
10.1037/0022-0167.32.4.622	1939-2168
10.1037/0022-0167.34.1.103	0022-0167
10.1037/0022-0167.34.3.283	0022-0167
10.1037/0022-0167.35.1.15	1939-2168
10.1037/0022-0167.35.2.166	1939-2168
10.1037/0022-0167.36.1.24	0022-0167
10.1037/0022-0167.36.2.196	0022-0167
10.1037/0022-0167.36.4.511	0022-0167
10.1037/0022-0167.40.1.120	0022-0167
10.1037/0022-0167.40.3.324	0022-0167
10.1037/0022-0167.43.3.261	1939-2168
10.1037/0022-0167.43.4.461	0022-0167
10.1037/0022-0167.44.2.189	0022-0167
10.1037/0022-0167.46.3.353	0022-0167
10.1037/0022-0167.48.1.39	1939-2168
10.1037/0022-0167.48.3.251	0022-0167
10.1037/0022-0167.48.3.319	0022-0167
10.1037/0022-0167.48.4.447	0022-0167
10.1037/0022-0167.49.1.71	0022-0167
10.1037/0022-0167.49.3.355	0022-0167
10.1037/0022-0167.50.2.156	0022-0167
10.1037/0022-0167.50.2.221	0022-0167
10.1037/0022-0167.51.3.314	1939-2168
10.1037/0022-0167.52.1.14	1939-2168
10.1037/0022-0167.52.2.126	1939-2168
10.1037/0022-0167.52.3.267	1939-2168
10.1037/0022-0167.52.3.322	1939-2168
10.1037/0022-0167.53.2.165	1939-2168
10.1037/0022-0167.53.2.226	1939-2168
10.1037/0022-0167.53.4.486	1939-2168
10.1037/0022-0167.54.1.1	1939-2168
10.1037/0022-0167.54.1.40	1939-2168
10.1037/0022-0167.55.1.19	1939-2168
10.1037/0022-0167.55.2.185	1939-2168
10.1037/0022-0167.55.3.333	1939-2168
10.1037/0022-0167.55.3.371	1939-2168
10.1037/0022-0167.55.3.385	1939-2168
10.1037/0022-0663.100.1.223	1939-2176
10.1037/0022-0663.100.2.235	1939-2176
10.1037/0022-0663.100.3.525	1939-2176
10.1037/0022-0663.67.5.712	1939-2176
10.1037/0022-0663.68.6.775	1939-2176
10.1037/0022-0663.69.6.679	0022-0663
10.1037/0022-0663.70.1.8	0022-0663
10.1037/0022-0663.71.1.3	1939-2176
10.1037/0022-0663.71.1.85	0022-0663
10.1037/0022-0663.71.4.485	0022-0663
10.1037/0022-0663.72.6.830	1939-2176
10.1037/0022-0663.74.1.3	0022-0663
10.1037/0022-0663.74.4.459	0022-0663
10.1037/0022-0663.74.6.898	0022-0663
10.1037/0022-0663.75.6.898	0022-0663
10.1037/0022-0663.76.1.85	0022-0663
10.1037/0022-0663.76.3.478	0022-0663
10.1037/0022-0663.77.3.349	1939-2176
10.1037/0022-0663.78.4.300	1939-2176
10.1037/0022-0663.79.1.62	0022-0663
10.1037/0022-0663.79.4.347	0022-0663
10.1037/0022-0663.79.4.474	0022-0663
10.1037/0022-0663.80.1.67	1939-2176
10.1037/0022-0663.80.3.260	0022-0663
10.1037/0022-0663.80.4.424	0022-0663
10.1037/0022-0663.81.2.143	0022-0663
10.1037/0022-0663.81.3.417	0022-0663
10.1037/0022-0663.81.4.631	1939-2176
10.1037/0022-0663.82.2.250	1939-2176
10.1037/0022-0663.82.2.262	1939-2176
10.1037/0022-0663.82.2.306	1939-2176
10.1037/0022-0663.82.4.646	1939-2176
10.1037/0022-0663.83.1.17	1939-2176
10.1037/0022-0663.83.3.307	0022-0663
10.1037/0022-0663.83.4.451	1939-2176
10.1037/0022-0663.83.4.484	1939-2176
10.1037/0022-0663.83.4.518	1939-2176
10.1037/0022-0663.84.3.261	1939-2176
10.1037/0022-0663.84.3.340	1939-2176
10.1037/0022-0663.84.4.405	1939-2176
10.1037/0022-0663.84.4.429	1939-2176
10.1037/0022-0663.84.4.537	1939-2176
10.1037/0022-0663.85.2.291	0022-0663
10.1037/0022-0663.85.4.582	0022-0663
10.1037/0022-0663.86.1.114	1939-2176
10.1037/0022-0663.86.1.145	1939-2176
10.1037/0022-0663.86.1.150	1939-2176
10.1037/0022-0663.87.2.319	0022-0663
10.1037/0022-0663.88.1.123	1939-2176
10.1037/0022-0663.88.2.215	0022-0663
10.1037/0022-0663.88.3.423	0022-0663
10.1037/0022-0663.89.2.381	0022-0663
10.1037/0022-0663.90.3.347	1939-2176
10.1037/0022-0663.90.3.414	1939-2176
10.1037/0022-0663.91.2.334	0022-0663
10.1037/0022-0663.91.2.358	0022-0663
10.1037/0022-0663.91.2.379	0022-0663
10.1037/0022-0663.91.3.415	0022-0663
10.1037/0022-0663.91.3.511	1939-2176
10.1037/0022-0663.91.4.644	0022-0663
10.1037/0022-0663.92.1.117	0022-0663
10.1037/0022-0663.92.1.144	0022-0663
10.1037/0022-0663.92.1.144"/>	null
10.1037/0022-0663.92.1.144">{{cite	null
10.1037/0022-0663.92.1.85	0022-0663
10.1037/0022-0663.92.3.544	1939-2176
10.1037/0022-0663.92.4.668	1939-2176
10.1037/0022-0663.92.4.724	1939-2176
10.1037/0022-0663.93.1.141	1939-2176
10.1037/0022-0663.93.1.77	1939-2176
10.1037/0022-0663.93.4.797	1939-2176
10.1037/0022-0663.93.4.826	1939-2176
10.1037/0022-0663.94.1.56	0022-0663
10.1037/0022-0663.94.2.249	0022-0663
10.1037/0022-0663.95.4.667	0022-0663
10.1037/0022-0663.96.1.165	0022-0663
10.1037/0022-0663.96.2.236	0022-0663
10.1037/0022-0663.96.3.403	1939-2176
10.1037/0022-0663.96.3.471	1939-2176
10.1037/0022-0663.97.2.214	0022-0663
10.1037/0022-0663.97.3.425	0022-0663
10.1037/0022-0663.97.3.484	1939-2176
10.1037/0022-0663.97.4.523	0022-0663
10.1037/0022-0663.98.1.134	0022-0663
10.1037/0022-0663.98.1.198	1939-2176
10.1037/0022-0663.98.1.238	1939-2176
10.1037/0022-0663.98.2.457	1939-2176
10.1037/0022-0663.98.4.854	1939-2176
10.1037/0022-0663.99.1.12	1939-2176
10.1037/0022-0663.99.3.545	1939-2176
10.1037/0022-0663.99.4.761	1939-2176
10.1037/0022-3514	null
10.1037/0022-3514.31.4.721	1939-1315
10.1037/0022-3514.32.2.311	0022-3514
10.1037/0022-3514.32.4.578	0022-3514
10.1037/0022-3514.32.5.880	1939-1315
10.1037/0022-3514.32.5.906	0022-3514
10.1037/0022-3514.32.6.1111	1939-1315
10.1037/0022-3514.32.6.951	0022-3514
10.1037/0022-3514.33.2.170	1939-1315
10.1037/0022-3514.33.3.354	1939-1315
10.1037/0022-3514.33.4.403	1939-1315
10.1037/0022-3514.33.5.594	0022-3514
10.1037/0022-3514.33.5.613	0022-3514
10.1037/0022-3514.33.6.743	1939-1315
10.1037/0022-3514.34.1.54	1939-1315
10.1037/0022-3514.34.1.92	1939-1315
10.1037/0022-3514.34.2.191	1939-1315
10.1037/0022-3514.34.3.366	1939-1315
10.1037/0022-3514.34.3.481	1939-1315
10.1037/0022-3514.34.4.537	1939-1315
10.1037/0022-3514.34.4.590	1939-1315
10.1037/0022-3514.34.5.901	1939-1315
10.1037/0022-3514.34.5.907	1939-1315
10.1037/0022-3514.34.5.990	1939-1315
10.1037/0022-3514.34.6.1135	1939-1315
10.1037/0022-3514.34.6.1188	1939-1315
10.1037/0022-3514.35.1.49	0022-3514
10.1037/0022-3514.35.10.755	0022-3514
10.1037/0022-3514.35.12.888	1939-1315
10.1037/0022-3514.35.12.897	1939-1315
10.1037/0022-3514.35.2.63	0022-3514
10.1037/0022-3514.35.4.250	0022-3514
10.1037/0022-3514.35.5.303	0022-3514
10.1037/0022-3514.35.5.315	0022-3514
10.1037/0022-3514.35.5.345	1939-1315
10.1037/0022-3514.35.5.351	1939-1315
10.1037/0022-3514.35.9.656	1939-1315
10.1037/0022-3514.35.9.677	1939-1315
10.1037/0022-3514.36.10.1061	0022-3514
10.1037/0022-3514.36.10.1169	0022-3514
10.1037/0022-3514.36.11.1202	0022-3514
10.1037/0022-3514.36.11.1311	0022-3514
10.1037/0022-3514.36.11.1344	0022-3514
10.1037/0022-3514.36.12.1424	0022-3514
10.1037/0022-3514.36.3.236	1939-1315
10.1037/0022-3514.36.5.451	0022-3514
10.1037/0022-3514.36.5.463	0022-3514
10.1037/0022-3514.36.7.669	0022-3514
10.1037/0022-3514.36.7.778	0022-3514
10.1037/0022-3514.36.8.816	0022-3514
10.1037/0022-3514.36.8.917	1939-1315
10.1037/0022-3514.37.1.1	1939-1315
10.1037/0022-3514.37.1.12	0022-3514
10.1037/0022-3514.37.1.131	0022-3514
10.1037/0022-3514.37.1.87	1939-1315
10.1037/0022-3514.37.10.1660	0022-3514
10.1037/0022-3514.37.10.1758	0022-3514
10.1037/0022-3514.37.10.1798	1939-1315
10.1037/0022-3514.37.10.1877	0022-3514
10.1037/0022-3514.37.11.2014	1939-1315
10.1037/0022-3514.37.11.2098	0022-3514
10.1037/0022-3514.37.3.322	0022-3514
10.1037/0022-3514.37.3.345	0022-3514
10.1037/0022-3514.37.3.395	0022-3514
10.1037/0022-3514.37.3.433	0022-3514
10.1037/0022-3514.37.5.747	0022-3514
10.1037/0022-3514.37.5.756	0022-3514
10.1037/0022-3514.37.6.822	1939-1315
10.1037/0022-3514.37.6.953	0022-3514
10.1037/0022-3514.37.6.970	1939-1315
10.1037/0022-3514.37.8.1314	1939-1315
10.1037/0022-3514.37.8.1377	0022-3514
10.1037/0022-3514.37.9.1532	1939-1315
10.1037/0022-3514.37.9.1539	0022-3514
10.1037/0022-3514.38.1.141	0022-3514
10.1037/0022-3514.38.2.203	0022-3514
10.1037/0022-3514.38.2.217	1939-1315
10.1037/0022-3514.38.3.375	0022-3514
10.1037/0022-3514.38.3.423	1939-1315
10.1037/0022-3514.38.4.618	0022-3514
10.1037/0022-3514.38.5.689	0022-3514
10.1037/0022-3514.38.5.783	0022-3514
10.1037/0022-3514.38.5.811	1939-1315
10.1037/0022-3514.38.6.889	0022-3514
10.1037/0022-3514.39.1.29	0022-3514
10.1037/0022-3514.39.2.269	1939-1315
10.1037/0022-3514.39.2.333	0022-3514
10.1037/0022-3514.39.3.368	0022-3514
10.1037/0022-3514.39.4.578	0022-3514
10.1037/0022-3514.39.4.660	0022-3514
10.1037/0022-3514.39.5.752	1939-1315
10.1037/0022-3514.39.5.806	0022-3514
10.1037/0022-3514.39.5.832	0022-3514
10.1037/0022-3514.39.5.953	1939-1315
10.1037/0022-3514.40.1.1	1939-1315
10.1037/0022-3514.40.1.121	0022-3514
10.1037/0022-3514.40.1.31	0022-3514
10.1037/0022-3514.40.2.211	0022-3514
10.1037/0022-3514.40.2.226	0022-3514
10.1037/0022-3514.40.2.290	0022-3514
10.1037/0022-3514.40.2.346	0022-3514
10.1037/0022-3514.40.3.414	0022-3514
10.1037/0022-3514.40.3.479	0022-3514
10.1037/0022-3514.40.4.731	0022-3514
10.1037/0022-3514.40.5.797	0022-3514
10.1037/0022-3514.40.5.885	0022-3514
10.1037/0022-3514.40.6.1039	0022-3514
10.1037/0022-3514.40.6.1150	0022-3514
10.1037/0022-3514.41.1.1	0022-3514
10.1037/0022-3514.41.1.37	0022-3514
10.1037/0022-3514.41.1.56	0022-3514
10.1037/0022-3514.41.2.224	0022-3514
10.1037/0022-3514.41.3.469	0022-3514
10.1037/0022-3514.41.4.607	0022-3514
10.1037/0022-3514.41.4.703	1939-1315
10.1037/0022-3514.41.4.710	1939-1315
10.1037/0022-3514.41.5.945	0022-3514
10.1037/0022-3514.41.6.1119	0022-3514
10.1037/0022-3514.41.6.1129	0022-3514
10.1037/0022-3514.42.1.116	0022-3514
10.1037/0022-3514.42.1.168	1939-1315
10.1037/0022-3514.42.1.178	0022-3514
10.1037/0022-3514.42.2.377	1939-1315
10.1037/0022-3514.42.4.619	0022-3514
10.1037/0022-3514.42.4.707	0022-3514
10.1037/0022-3514.42.5.811	0022-3514
10.1037/0022-3514.42.5.830	0022-3514
10.1037/0022-3514.42.6.1051	0022-3514
10.1037/0022-3514.43.1.111	0022-3514
10.1037/0022-3514.43.1.163	0022-3514
10.1037/0022-3514.43.1.22	0022-3514
10.1037/0022-3514.43.1.78	0022-3514
10.1037/0022-3514.43.2.236	0022-3514
10.1037/0022-3514.43.3.437	0022-3514
10.1037/0022-3514.43.3.492	0022-3514
10.1037/0022-3514.43.3.623	1939-1315
10.1037/0022-3514.43.4.831	0022-3514
10.1037/0022-3514.43.5.901	0022-3514
10.1037/0022-3514.43.5.915	0022-3514
10.1037/0022-3514.43.5.937	0022-3514
10.1037/0022-3514.43.5.997	0022-3514
10.1037/0022-3514.43.6.1163	0022-3514
10.1037/0022-3514.43.6.1293	0022-3514
10.1037/0022-3514.44.1.113	0022-3514
10.1037/0022-3514.44.2.233	0022-3514
10.1037/0022-3514.44.2.294	0022-3514
10.1037/0022-3514.44.2.322	0022-3514
10.1037/0022-3514.44.3.492	1939-1315
10.1037/0022-3514.44.3.545	0022-3514
10.1037/0022-3514.44.4.657	1939-1315
10.1037/0022-3514.44.4.672	0022-3514
10.1037/0022-3514.44.4.787	1939-1315
10.1037/0022-3514.44.4.798	1939-1315
10.1037/0022-3514.45.1.163	0022-3514
10.1037/0022-3514.45.1.210	0022-3514
10.1037/0022-3514.45.1.94	0022-3514
10.1037/0022-3514.45.2.293	0022-3514
10.1037/0022-3514.45.3.513	0022-3514
10.1037/0022-3514.45.4.725	0022-3514
10.1037/0022-3514.45.4.792	0022-3514
10.1037/0022-3514.45.4.839	1939-1315
10.1037/0022-3514.45.4.851	0022-3514
10.1037/0022-3514.45.6.1196	0022-3514
10.1037/0022-3514.45.6.1232	0022-3514
10.1037/0022-3514.46.1.125	1939-1315
10.1037/0022-3514.46.1.44	0022-3514
10.1037/0022-3514.46.1.69	0022-3514
10.1037/0022-3514.46.1.84	0022-3514
10.1037/0022-3514.46.2.346	0022-3514
10.1037/0022-3514.46.2.357	0022-3514
10.1037/0022-3514.46.2.365	0022-3514
10.1037/0022-3514.46.3.529	0022-3514
10.1037/0022-3514.46.3.610	1939-1315
10.1037/0022-3514.46.3.621	0022-3514
10.1037/0022-3514.46.4.735	0022-3514
10.1037/0022-3514.46.5.1097	1939-1315
10.1037/0022-3514.46.5.961	1939-1315
10.1037/0022-3514.46.5.991	0022-3514
10.1037/0022-3514.46.6.1241	0022-3514
10.1037/0022-3514.47.1.213	0022-3514
10.1037/0022-3514.47.1.5	0022-3514
10.1037/0022-3514.47.1.55	1939-1315
10.1037/0022-3514.47.2.237	1939-1315
10.1037/0022-3514.47.2.330	0022-3514
10.1037/0022-3514.47.2.349	0022-3514
10.1037/0022-3514.47.2.427	1939-1315
10.1037/0022-3514.47.3.580	1939-1315
10.1037/0022-3514.47.4.738	0022-3514
10.1037/0022-3514.47.5.1043	0022-3514
10.1037/0022-3514.47.6.1191	1939-1315
10.1037/0022-3514.47.6.1206	0022-3514
10.1037/0022-3514.47.6.1399	1939-1315
10.1037/0022-3514.48.1.18	1939-1315
10.1037/0022-3514.48.1.72	1939-1315
10.1037/0022-3514.48.2.472	1939-1315
10.1037/0022-3514.48.3.533	1939-1315
10.1037/0022-3514.48.4.813	1939-1315
10.1037/0022-3514.48.4.853	1939-1315
10.1037/0022-3514.48.5.1279	1939-1315
10.1037/0022-3514.48.5.1316	1939-1315
10.1037/0022-3514.48.6.1377	1939-1315
10.1037/0022-3514.48.6.1413	1939-1315
10.1037/0022-3514.48.6.1467	1939-1315
10.1037/0022-3514.49.1.85	1939-1315
10.1037/0022-3514.49.2.395	1939-1315
10.1037/0022-3514.49.2.469	1939-1315
10.1037/0022-3514.49.3.577	1939-1315
10.1037/0022-3514.49.3.739	1939-1315
10.1037/0022-3514.49.4.949	1939-1315
10.1037/0022-3514.49.5.1129	1939-1315
10.1037/0022-3514.49.5.1169	1939-1315
10.1037/0022-3514.49.5.1302	1939-1315
10.1037/0022-3514.49.5.1323	1939-1315
10.1037/0022-3514.49.5.1427	1939-1315
10.1037/0022-3514.49.6.1621	1939-1315
10.1037/0022-3514.50.1.106	1939-1315
10.1037/0022-3514.50.2.281	1939-1315
10.1037/0022-3514.50.2.314	1939-1315
10.1037/0022-3514.50.2.341	1939-1315
10.1037/0022-3514.50.2.370	1939-1315
10.1037/0022-3514.50.2.392	1939-1315
10.1037/0022-3514.50.3.502	1939-1315
10.1037/0022-3514.50.3.559	1939-1315
10.1037/0022-3514.50.3.571	1939-1315
10.1037/0022-3514.50.4.819	1939-1315
10.1037/0022-3514.50.5.925	1939-1315
10.1037/0022-3514.50.5.936	1939-1315
10.1037/0022-3514.50.5.974	1939-1315
10.1037/0022-3514.50.6.1091	1939-1315
10.1037/0022-3514.50.6.1141	1939-1315
10.1037/0022-3514.50.6.1152	1939-1315
10.1037/0022-3514.50.6.1211	1939-1315
10.1037/0022-3514.50.6.1226	1939-1315
10.1037/0022-3514.51.1.110	1939-1315
10.1037/0022-3514.51.1.140	1939-1315
10.1037/0022-3514.51.1.170	1939-1315
10.1037/0022-3514.51.1.26	1939-1315
10.1037/0022-3514.51.1.66	1939-1315
10.1037/0022-3514.51.2.451	1939-1315
10.1037/0022-3514.51.3.505	1939-1315
10.1037/0022-3514.51.3.515	1939-1315
10.1037/0022-3514.51.4.683	1939-1315
10.1037/0022-3514.51.4.797	1939-1315
10.1037/0022-3514.51.4.827	1939-1315
10.1037/0022-3514.51.5.1032	1939-1315
10.1037/0022-3514.51.5.1058	1939-1315
10.1037/0022-3514.51.5.968	1939-1315
10.1037/0022-3514.51.6.1173	1939-1315
10.1037/0022-3514.51.6.1208	1939-1315
10.1037/0022-3514.51.6.1265	1939-1315
10.1037/0022-3514.52.1.232	1939-1315
10.1037/0022-3514.52.1.27	1939-1315
10.1037/0022-3514.52.1.47	1939-1315
10.1037/0022-3514.52.1.81	1939-1315
10.1037/0022-3514.52.2.245	0022-3514
10.1037/0022-3514.52.2.279	0022-3514
10.1037/0022-3514.52.2.409	1939-1315
10.1037/0022-3514.52.2.419	1939-1315
10.1037/0022-3514.52.3.511	1939-1315
10.1037/0022-3514.52.4.689	0022-3514
10.1037/0022-3514.52.4.730	0022-3514
10.1037/0022-3514.52.4.749	1939-1315
10.1037/0022-3514.52.4.759	1939-1315
10.1037/0022-3514.52.4.794	0022-3514
10.1037/0022-3514.52.5.881	1939-1315
10.1037/0022-3514.52.5.907	1939-1315
10.1037/0022-3514.52.5.994	1939-1315
10.1037/0022-3514.52.6.1061	1939-1315
10.1037/0022-3514.52.6.1122	1939-1315
10.1037/0022-3514.52.6.1258	0022-3514
10.1037/0022-3514.53.1.129	1939-1315
10.1037/0022-3514.53.1.5	1939-1315
10.1037/0022-3514.53.1.53	1939-1315
10.1037/0022-3514.53.1.94	1939-1315
10.1037/0022-3514.53.3.497	0022-3514
10.1037/0022-3514.53.4.636	0022-3514
10.1037/0022-3514.53.4.673	0022-3514
10.1037/0022-3514.53.4.693	1939-1315
10.1037/0022-3514.53.4.703	0022-3514
10.1037/0022-3514.53.4.712	1939-1315
10.1037/0022-3514.53.6.1024	1939-1315
10.1037/0022-3514.53.6.1038	1939-1315
10.1037/0022-3514.53.6.1052	1939-1315
10.1037/0022-3514.53.6.1088	1939-1315
10.1037/0022-3514.53.6.1146	1939-1315
10.1037/0022-3514.53.6.1159	1939-1315
10.1037/0022-3514.54.1.49	1939-1315
10.1037/0022-3514.54.1.5	1939-1315
10.1037/0022-3514.54.1.74	1939-1315
10.1037/0022-3514.54.2.203	1939-1315
10.1037/0022-3514.54.3.452	0022-3514
10.1037/0022-3514.54.3.466	1939-1315
10.1037/0022-3514.54.4.569	1939-1315
10.1037/0022-3514.54.4.616	1939-1315
10.1037/0022-3514.54.4.638	0022-3514
10.1037/0022-3514.54.4.687	1939-1315
10.1037/0022-3514.54.5.733	0022-3514
10.1037/0022-3514.54.5.768	1939-1315
10.1037/0022-3514.54.5.811	0022-3514
10.1037/0022-3514.54.5.853	1939-1315
10.1037/0022-3514.54.6.1020	1939-1315
10.1037/0022-3514.54.6.1031	1939-1315
10.1037/0022-3514.54.6.1063	1939-1315
10.1037/0022-3514.55.1.149	1939-1315
