10.4137/BECB.S34255	1179-5972
10.4321/S0213-61632009000300005	0213-6163
10.4321/S0213-61632010000100005	0213-6163
10.4321/S0213-61632012000200003	0213-6163
10.4321/S0365-66912005000400010	0365-6691
10.4321/S1130-01082007000900001	1130-0108
10.4321/S1130-01082012000700009	1130-0108
10.4321/S1130-14732006000200012	1130-1473
10.4321/S1135-57272014000600004	1135-5727
10.4321/S1135-76062010000100002	1135-7606
10.4321/S1137-66272003000400009	1137-6627
10.4321/S1137-66272004000300009	1137-6627
10.4321/S1575-06202009000100004	1575-0620
10.4321/s0004-06142007000400004	0004-0614
10.4321/s0004-06142007000700001	0004-0614
10.4321/s0210-48062009000400009	0210-4806
10.4321/s0212-71992001000900007	0212-7199
10.4321/s0212-71992002000600012	0212-7199
10.4321/s0212-71992007001100009	0212-7199
10.4321/s0365-66912007001000014	0365-6691
10.4321/s1130-01082004000100005	1130-0108
10.4321/s1130-01082005000300006	1130-0108
10.4321/s1130-01082009000500001	1130-0108
10.4321/s1130-01082009000500002	1130-0108
10.4321/s1130-01082009000800006	1130-0108
10.4321/s1130-01082010000200006	1130-0108
10.4321/s1130-01082010000700006	1130-0108
10.4321/s1130-01082011000700004	1130-0108
10.4321/s1130-01082013000100005	1130-0108
10.4321/s1130-14732006000200012	1130-1473
10.4321/s1130-14732007000500004	1130-1473
10.4321/s1575-06202012000100002	1575-0620
10.4321/s1575-18132008000100007	1575-1813
10.4321/s1886-58872012000300002	1886-5887
10.4322/acr.2014.043	2236-1960
10.4322/actalb.02202006	0102-6712
10.4322/ifsr.2014.001	2179-2372
10.4322/jms.109916	2177-0298
10.4322/natcon.2012.022	1679-0073
10.4322/tp.2013.016	0104-0103
10.4324/9780203055564-15	null
10.4324/9780203086636	null
10.4324/9780203167953.ch8	2155-4463
10.4324/9780203183298.ch2	2156-0838
10.4324/9780203202913_chapter_15	null
10.4324/9780203204467	null
10.4324/9780203219065	null
10.4324/9780203319017	null
10.4324/9780203323885	null
10.4324/9780203401989	null
10.4324/9780203413869	null
10.4324/9780203414033	null
10.4324/9780203422694.ch5	2154-5685
10.4324/9780203432433_chapter_five	null
10.4324/9780203455807.ch11	2154-5685
10.4324/9780203471159	null
10.4324/9780203485422.ch9	2154-4697
10.4324/9780203488546.ch23	2154-5022
10.4324/9780203500279	null
10.4324/9780203508008.ch3	2154-7297
10.4324/9780203556054	null
10.4324/9780203753422	null
10.4324/9780203807774	null
10.4324/9780203809617	null
10.4324/9780203811306	null
10.4324/9780203813331.ch9	null
10.4324/9780203828250	null
10.4324/9780203900055	null
10.4324/9780203905128	null
10.4324/9780203980057	null
10.4324/9780203985397	null
10.4324/9780203989975	null
10.4324/9780415249126-DA021-1	null
10.4324/9780415249126-G057-1	null
10.4324/9780415249126-H002-1	null
10.4324/9780415249126-K109-1	null
10.4324/9780415249126-K3583-1	null
10.4324/9780415249126-N044-1	null
10.4324/9781135000356-REM83-1	null
10.4324/9781138641839-HOF9-1	null
10.4324/9781315028064	null
10.4324/9781315062204	null
10.4324/9781315212043	null
10.4324/9781315212043.ch1	null
10.4324/9781315212043.intro	null
10.4324/9781315571935-11	null
10.4324/9781315597454	null
10.4324/9781315605647	null
10.4324/9781315665566	null
10.4324/9781315666761-24	null
10.4324/9781315675008	null
10.4324/9781315675435	null
10.4324/9781315687803.ch35	null
10.4324/9781315688244.ch4	null
10.4324/9781315691213	null
10.4324/9781315716299	null
10.4324/9781315719054.ch8	null
10.4324/9781315721057	null
10.4324/9781315748351	null
10.4324/9781315754512.ch3	null
10.4324/9781315805535	null
10.4324/9781315829173	null
10.4324/9781315869315	null
10.4324/9781315883700	null
10.4324/9781315887029	null
10.4324/9781317211563-21	null
10.4329/wjr.v2.i5.172	1949-8470
10.4329/wjr.v4.i3.63	1949-8470
10.4329/wjr.v4.i5.220	1949-8470
10.4329/wjr.v4.i9.405	1949-8470
10.4329/wjr.v6.i10.808	1949-8470
10.4329/wjr.v6.i4.116	1949-8470
10.4329/wjr.v6.i6.388	1949-8470
10.4329/wjr.v6.i8.544	1949-8470
10.4329/wjr.v7.i8.202	1949-8470
10.4330/wjc.v2.i10.308	1949-8462
10.4330/wjc.v2.i6.135	1949-8462
10.4330/wjc.v3.i5.135	1949-8462
10.4330/wjc.v3.i6.186	1949-8462
10.4330/wjc.v6.i9.1022	1949-8462
10.4330/wjc.v7.i7.404	1949-8462
10.4330/wjc.v7.i8.449	1949-8462
10.4330/wjc.v7.i9.539	1949-8462
10.4330/wjc.v8.i1.1	1949-8462
10.4330/wjc.v9.i8.652	1949-8462
10.4331/wjbc.v1.i5.144	1949-8454
10.4331/wjbc.v1.i5.181	1949-8454
10.4331/wjbc.v2.i6.108	1949-8454
10.4331/wjbc.v4.i3.35	1949-8454
10.4331/wjbc.v4.i4.79	1949-8454
10.4331/wjbc.v5.i1.26	1949-8454
10.4331/wjbc.v5.i2.93	null
10.4331/wjbc.v5.i4.398	1949-8454
10.4331/wjbc.v6.i2.28	1949-8454
10.4331/wjbc.v6.i3.148	1949-8454
10.4331/wjbc.v6.i3.231	1949-8454
10.4337/9780857930576	null
10.4337/9780857932600.00011	null
10.4337/9780857933843.00030	null
10.4337/9780857939272.00010	null
10.4337/9781781953457	null
10.4337/9781782546078.00028	null
10.4337/9781783470440.00027	null
10.4337/9781783472208	null
10.4337/9781783472901	null
10.4337/9781783479979	null
10.4337/9781843761426.00059	null
10.4337/9781843765417	null
10.4337/9781843767459	null
10.4337/9781843768661.00169	null
10.4337/9781843768685.00063	null
10.4337/9781845423537	null
10.4337/9781845428235.00017	null
10.4337/9781847203021	null
10.4337/9781848440173.00014	null
10.4337/9781849807784	null
10.4337/9781849808477	null
10.4337/ejeep.2009.02.04	2052-7764
10.4337/roke.2013.01.04	2049-5323
10.4338/ACI-2013-07-RA-0055	1869-0327
10.4338/ACI-2014-11-RA-0107	1869-0327
10.4338/ACI-2015-09-RA-0125	1869-0327
10.4338/ACI-2016-07-IE-0110	1869-0327
10.4338/aci-2013-07-ra-0055	1869-0327
10.4378/-64.1059	null
10.4380/-75.5069	null
10.4399/97888255036928	null
10.4399/97888548601559	null
10.4399/978885486611910	null
10.4399/97888548661198	null
10.4399/97888548661199	null
10.4399/978887999264017	null
10.4401/ag-3335	null
10.4401/ag-3455	null
10.4401/ag-3461	null
10.4401/ag-3729	null
10.4401/ag-3887	null
10.4401/ag-3927	null
10.4401/ag-3972	null
10.4401/ag-4193	null
10.4401/ag-4406	null
10.4401/ag-4621	null
10.4401/ag-4625	null
10.4401/ag-4817	null
10.4401/ag-5173	null
10.4401/ag-5221	null
10.4401/ag-5350	null
10.4401/ag-5561	null
10.4401/ag-5632	null
10.4401/ag-6099	null
10.4401/ag-6184	null
10.4401/ag-6645	null
10.4401/ag-7475	2037-416X
10.4403/jlis.it-11426	null
10.4403/jlis.it-11530	null
10.4403/jlis.it-12052	null
10.4403/jlis.it-12136	null
10.4403/jlis.it-12415	null
10.4403/jlis.it-4523	null
10.4403/jlis.it-4536	null
10.4403/jlis.it-4592	null
10.4403/jlis.it-4663	null
10.4403/jlis.it-5465	null
10.4403/jlis.it-8679	null
10.4404/Hystrix-22.1-4503	null
10.4404/hystrix-10.1-4117	null
10.4404/hystrix-11.1-4142	null
10.4404/hystrix-14.1-2-4313	null
10.4404/hystrix-17.1-4365	null
10.4404/hystrix-18.1-4388	null
10.4404/hystrix-22.1-4478	null
10.4404/hystrix-23.2-4792	null
10.4404/hystrix-26.1-11035	null
10.4404/hystrix-28.1-11819	null
10.4404/hystrix-28.1-12015	null
10.4404/hystrix-6.1-2-4020	null
10.4407/jims.2014.02.002	null
10.4414/saez.2001.08273	0036-7486
10.4414/sanp.2009.02042	0258-7661
10.4414/smw.2010.13079	1424-7860
10.4414/smw.2011.13137	1424-7860
10.4414/smw.2011.13238	1424-7860
10.4414/smw.2011.13250	1424-7860
10.4414/smw.2011.13267	1424-7860
10.4414/smw.2011.13310	1424-7860
10.4414/smw.2012.13518	1424-7860
10.4414/smw.2012.13535	1424-7860
10.4414/smw.2012.13566	1424-7860
10.4414/smw.2012.13579	1424-7860
10.4414/smw.2012.13582	1424-7860
10.4414/smw.2012.13590	1424-7860
10.4414/smw.2012.13594	1424-7860
10.4414/smw.2012.13662	1424-7860
10.4414/smw.2012.13701	1424-7860
10.4414/smw.2012.13723	1424-7860
10.4414/smw.2013.13756	1424-7860
10.4414/smw.2013.13825	1424-7860
10.4414/smw.2014.13914	1424-7860
10.4414/smw.2014.13937	1424-7860
10.4414/smw.2014.13984	1424-7860
10.4414/smw.2014.14058	1424-7860
10.4414/smw.2015.14196	1424-7860
10.4414/smw.2015.14212	1424-7860
10.4415/ANN_10_04_14	null
10.4415/ANN_13_01_04	null
10.4415/ANN_14_04_14	null
10.4416/JCST2015-00080	null
10.4416/jcst2015-00080	null
10.4430/bgta003	null
10.4430/bgta0083	null
10.4430/bgta009	null
10.4430/bgta0097	null
10.4435/BSPI.2013.05	null
10.4435/BSPI.2014.05	null
10.4435/BSPI.2015.1	null
10.4435/BSPI.2015.12	null
10.4435/BSPI.2017.08	null
10.4435/BSPI.2017.19	null
10.4436/JASS.92007	null
10.4436/jass.89015	null
10.4436/jass.90016	null
10.4438/1988-592X-RE-2013-360-224	null
10.4444/10.2	null
10.4444/100.100.de	null
10.4444/100.111	null
10.4449/aib.v149i1.1260	null
10.4449/aib.v149i1.1267	null
10.4454/jpp.v80i2.812	null
10.4454/jpp.v89i1.721	null
10.4454/jpp.v91i3.549	null
10.4454/jpp.v93i3.3637	null
10.4454/jpp.v99i2.3899	null
10.4454/ofioliti.v24i1b.77	null
10.4455/eu.2016.021	null
10.4467/16890027AP.12.023.0783	null
10.4467/16890027AP.14.023.1998	null
10.4467/16890027AP.15.004.2191	null
10.4467/20834624SL.15.018.3939	null
10.4467/20843836SE.15.015.2801	null
10.4467/20844069PH.14.003.2197	null
10.4467/20844069PH.16.020.5217	null
10.4467/20844077SR.15.011.3557	null
10.4467/23921749SHS.16.011.6154	2543-702X
10.4467/2543733XSSB.16.009.6251	2543-733X
10.4471/rimcis.2014.29	null
10.4480/-66.0899	null
10.4489/KJM.2005.33.1.018	0253-651X
10.4489/KJM.2010.39.3.164	0253-651X
10.4489/MYCO.2005.33.1.041	1229-8093
10.4489/MYCO.2006.34.2.056	1229-8093
10.4489/MYCO.2007.35.4.235	1229-8093
10.4489/MYCO.2008.36.4.199	1229-8093
10.4489/MYCO.2008.36.4.217	1229-8093
10.4489/MYCO.2009.37.4.308	1229-8093
10.4489/MYCO.2010.38.2.081	1229-8093
10.4489/MYCO.2010.38.4.238	1229-8093
10.4489/kjm.2005.33.1.038	0253-651X
10.4489/kjm.2010.38.1.080	0253-651X
10.4489/myco.2002.30.4.183	1229-8093
10.4490/ALGAE.2007.22.4.273	1226-2617
10.4490/algae.2006.21.4.445	1226-2617
10.4490/algae.2011.26.4.317	1226-2617
10.4490/algae.2012.27.2.115	1226-2617
10.4490/algae.2013.28.4.307	1226-2617
10.4490/algae.2014.29.3.197	1226-2617
10.4490/algae.2017.32.2.25	1226-2617
10.4491/eer.2013.18.2.057	1226-1025
10.461931320393/10154363960760394/	null
10.4674/-84.5793	null
10.4758/-68.0742	null
10.4992/jjpsy.30.350	1884-1082
10.4992/jjpsy.67.227	1884-1082
10.4992/jjpsy.72.475	1884-1082
10.4992/jjpsy.84.419	0021-5236
10.4992/jjpsy.85.13016	0021-5236
10.4992/jjpsy.85.50	0021-5236
10.4995/IFDP.2016.3360	null
10.4995/Thesis/10251/53566	null
10.4995/ega.2017.7350	2254-6103
10.4995/var.2013.4356	1989-9947
10.4995/vlc.2015.3598	2341-2747
10.4995/wrs.1995.249	1989-8886
10.4995/wrs.2002.484	1989-8886
10.4995/wrs.2006.565	1989-8886
10.4996/fireecology.0302003	1933-9747
10.4996/fireecology.0802001	1933-9747
10.4997/JRCPE.2010.216	1478-2715
10.4997/JRCPE.2010.217	1478-2715
10.4997/JRCPE.2010.320	1478-2715
10.4997/JRCPE.2010.401	1478-2715
10.4997/JRCPE.2011.115	2042-8189
10.4997/JRCPE.2011.211	1478-2715
10.4997/JRCPE.2011.305	1478-2715
10.4997/JRCPE.2011.322	null
10.4997/JRCPE.2011.416	1478-2715
10.4997/JRCPE.2011.417	1478-2715
10.4997/JRCPE.2012.415	1478-2715
10.4997/JRCPE.2013.315	1478-2715
10.4997/JRCPE.2013.417	null
10.4997/JRCPE.2014.217	1478-2715
10.4997/JRCPE.2015.116	1478-2715
10.4997/JRCPE.2015.402	1478-2715
10.4997/JRCPE.2016.110	1478-2715
10.4997/JRCPE.2016.311	1478-2715
10.4997/jrcpe.2010.317	1478-2715
10.4997/jrcpe.2016.110	1478-2715
10.4999/e-spania.26454	null
10.5001/omj.2009.52	2070-5204
10.5001/omj.2010.50	1999-768X
10.5001/omj.2011.26	1999-768X
10.5001/omj.2011.38	2070-5204
10.5001/omj.2011.51	2070-5204
10.5001/omj.2011.67	1999-768X
10.5001/omj.2014.02	1999-768X
10.5001/omj.2015.38	1999-768X
10.5001/omj.2017.97	1999-768X
10.5004/dwt.2011.2203	1944-3994
10.5005/jp-journals-10001-1188	0975-7899
10.5005/jp-journals-10002-1161	0975-5039
10.5005/jp-journals-10005-1001	0974-7052
10.5005/jp-journals-10005-1067	0974-7052
10.5005/jp-journals-10005-1087	0974-7052
10.5005/jp-journals-10005-1094	0974-7052
10.5005/jp-journals-10005-1164	0974-7052
10.5005/jp-journals-10005-1289	0974-7052
10.5005/jp-journals-10025-1109	null
10.5006/0010-9312-34.7.219	0010-9312
10.5006/1.3278331	0010-9312
10.5006/1.3287733	0010-9312
10.5006/1.3577348	0010-9312
10.5006/1.3577838	0010-9312
10.5006/1.3585007	0010-9312
10.5006/1.3585008	0010-9312
10.5006/1299	null
10.5006/1958	0010-9312
10.5007/1808-1711.2009v13n2p165	1808-1711
10.5007/1980-0037.2012v14n4p470	1980-0037
10.5007/2175-7925.2008v21n3p81	2175-7925
10.5007/2175-7925.2011v24n4p95	2175-7925
10.5007/2175-7925.2012v25n1p181	2175-7925
10.5007/2175-7925.2012v25n1p211	2175-7925
10.5007/2175-7925.2013v26n1p1	2175-7925
10.5007/2175-7925.2013v26n2p277	2175-7925
10.5009/gnl.2008.2.2.74	1976-2283
10.5009/gnl.2009.3.3.166	1976-2283
10.5009/gnl.2009.3.4.237	1976-2283
10.5009/gnl.2010.4.S1.S99	1976-2283
10.5009/gnl.2010.4.s1.s99	1976-2283
10.5009/gnl.2011.5.4.493	1976-2283
10.5009/gnl.2012.6.1.21	1976-2283
10.5009/gnl.2012.6.2.172	1976-2283
10.5009/gnl15352	1976-2283
10.5009/gnl15502	1976-2283
10.5010/JPB.2013.40.3.163	1229-2818
10.5012/bkcs.2003.24.7.1021	0253-2964
10.5012/bkcs.2005.26.2.345	0253-2964
10.5012/bkcs.2006.27.4.535	0253-2964
10.5012/bkcs.2006.27.4.581	0253-2964
10.5012/bkcs.2009.30.9.2161	0253-2964
10.5012/bkcs.2010.31.03.570	0253-2964
10.5012/jkcs.2013.57.6.721	1017-2548
10.5014/ajot.2010.09076	0272-9490
10.5014/ajot.2011.000752	0272-9490
10.5014/ajot.2011.001354	0272-9490
10.5014/ajot.2011.001370	0272-9490
10.5014/ajot.2013.004929	0272-9490
10.5014/ajot.2013.005447	0272-9490
10.5014/ajot.2013.005660	0272-9490
10.5014/ajot.2014.008649	0272-9490
10.5014/ajot.2014.009035	0272-9490
10.5014/ajot.2014.009712	0272-9490
10.5014/ajot.2014.682006	0272-9490
10.5014/ajot.2015.015040	0272-9490
10.5014/ajot.2015.018051	0272-9490
10.5014/ajot.2015.019042	0272-9490
10.5014/ajot.34.6.375	0272-9490
10.5014/ajot.35.6.383	0272-9490
10.5014/ajot.39.6.386	0272-9490
10.5014/ajot.43.2.97	0272-9490
10.5014/ajot.43.8.537	0272-9490
10.5014/ajot.44.11.1028	0272-9490
10.5014/ajot.44.7.589	0272-9490
10.5014/ajot.45.10.882	0272-9490
10.5014/ajot.46.1.63	0272-9490
10.5014/ajot.46.9.775	0272-9490
10.5014/ajot.47.9.777	0272-9490
10.5014/ajot.49.8.787	0272-9490
10.5014/ajot.50.3.194	0272-9490
10.5014/ajot.50.8.647	0272-9490
10.5014/ajot.51.5.339	0272-9490
10.5014/ajot.52.10.819	0272-9490
10.5014/ajot.52.4.283	0272-9490
10.5014/ajot.53.2.145	0272-9490
10.5014/ajot.54.1.73	0272-9490
10.5014/ajot.55.3.324	0272-9490
10.5014/ajot.55.6.608	0272-9490
10.5014/ajot.55.6.656	0272-9490
10.5014/ajot.56.4.436	0272-9490
10.5014/ajot.57.3.273	0272-9490
10.5014/ajot.57.4.389	0272-9490
10.5014/ajot.57.5.582	0272-9490
10.5014/ajot.58.3.287	0272-9490
10.5014/ajot.59.5.569	0272-9490
10.5014/ajot.59.6.611	0272-9490
10.5014/ajot.61.1.62	0272-9490
10.5014/ajot.61.2.135	0272-9490
10.5014/ajot.61.2.170	0272-9490
10.5014/ajot.61.2.176	0272-9490
10.5014/ajot.61.2.190	0272-9490
10.5014/ajot.61.6.704	0272-9490
10.5014/ajot.62.4.416	0272-9490
10.5014/ajot.63.2.208	0272-9490
10.5015/utmj.v88i1.1300	1913-5440
10.5018/economics-ejournal.ja.2008-8	1864-6042
10.5018/economics-ejournal.ja.2009-16	1864-6042
10.5018/economics-ejournal.ja.2009-24	1864-6042
10.5018/economics-ejournal.ja.2009-30	1864-6042
10.5018/economics-ejournal.ja.2011-3	1864-6042
10.5021/ad.2009.21.2.154	1013-9087
10.5021/ad.2010.22.2.163	1013-9087
10.5021/ad.2011.23.2.254	1013-9087
10.5021/ad.2011.23.S3.S371	1013-9087
10.5021/ad.2012.24.2.126	1013-9087
10.5021/ad.2012.24.2.209	1013-9087
10.5021/ad.2012.24.3.341	1013-9087
10.5021/ad.2014.26.4.526	1013-9087
10.5021/ad.2016.28.1.86	1013-9087
10.5021/ad.2016.28.3.400	1013-9087
10.5021/ad.2016.28.4.444	1013-9087
10.5024/jeigakushi.2004.1	0386-9490
10.5025/hansen.69.101	1342-3681
10.5026/jgeography.109.6_993	0022-135X
10.5026/jgeography.111.3_404	0022-135X
10.5026/jgeography.69.97	0022-135X
10.5027/andgeoV11n2-a01	null
10.5027/andgeoV11n3-a02	null
10.5027/andgeoV12n1-a02	null
10.5027/andgeoV14n1-a03	null
10.5027/andgeoV15n1-a01	null
10.5027/andgeoV15n2-a06	null
10.5027/andgeoV15n2-a07	null
10.5027/andgeoV16n1-a04	null
10.5027/andgeoV19n1-a03	null
10.5027/andgeoV22n2-a08	null
10.5027/andgeoV22n2-a10	null
10.5027/andgeoV32n1-a05	null
10.5027/andgeoV37n1-a05	0718-7106
10.5027/andgeoV37n2-a09	0718-7106
10.5027/andgeoV38n1-a06	0718-7106
10.5027/andgeoV39n3-a01	0718-7106
10.5027/andgeoV39n3-a03	0718-7106
10.5027/andgeoV41n1-a03	0718-7106
10.5027/andgeoV41n1-a06	0718-7106
10.5027/andgeoV41n1-a08	0718-7106
10.5027/andgeoV41n2-a01	0718-7106
10.5027/andgeoV41n3-a04	0718-7106
10.5027/andgeoV42n1-a01	0718-7106
10.5027/andgeoV42n1-a04	0718-7106
10.5027/andgeoV42n2-a02	0718-7106
10.5027/andgeoV42n2-a03	0718-7106
10.5027/andgeoV42n3-a02	0718-7106
10.5027/andgeoV42n3-a03	0718-7106
10.5027/andgeoV43n1-a06	0718-7106
10.5027/andgeoV43n2-a01	0718-7106
10.5027/andgeoV43n2-a02	0718-7106
10.5027/andgeoV45n1-3034	0718-7106
10.5027/andgeoV45n1-3114	0718-7106
10.5027/andgeoV6n2-a04	null
10.5027/andgeov33n2-a05	0718-7106
10.5027/andgeov39n1-a05	0718-7106
10.5027/andgeov40n3-a11	0718-7106
10.5027/andgeov42n2-a03	0718-7106
10.5028/jatm.2009.0102201209	2175-9146
10.5028/jatm.v6i4.373	2175-9146
10.5028/jatm.v8i3.699	2175-9146
10.5032/jae.1999.01030	1042-0541
10.5032/jae.2000.01030	1042-0541
10.5032/jae.2003.01043	1042-0541
10.5033/ifosslr.v1i2.23	1877-6922
10.5033/ifosslr.v2i1.30	1877-6922
10.5033/ifosslr.v2i2.45	null
10.5034/inquiryjrnl_40.4.323	0046-9580
10.5034/inquiryjrnl_44.2.137	0046-9580
10.5034/inquiryjrnl_46.01.7	0046-9580
10.5037/jomr.2010.1102	2029-283X
10.5037/jomr.2013.4201	2029-283X
10.5037/jomr.2017.8101	2029-283X
10.5038/1827-806X.16.3.2	0392-6672
10.5038/1827-806X.41.2.18	0392-6672
10.5038/1827-806X.43.3.11	0392-6672
10.5038/1827-806x.19.1.6	0392-6672
10.5038/1827-806x.26.1.5	0392-6672
10.5038/1827-806x.3.3.11	0392-6672
10.5038/1827-806x.3.3.3	0392-6672
10.5038/1827-806x.30.1.6	0392-6672
10.5038/1827-806x.41.2.18	0392-6672
10.5038/1827-806x.41.2.9	0392-6672
10.5038/1827-806x.43.3.11	0392-6672
10.5038/1936-4660.10.1.4	1936-4660
10.5038/1936-4660.9.1.4	1936-4660
10.5038/1937-8602.56.1.4	1221-0803
10.5038/1944-0472.10.2.1584	1944-0464
10.5038/1944-0472.3.3.6	1944-0464
10.5038/1944-0472.4.3.1	1944-0464
10.5038/1944-0472.6.3.5	1944-0464
10.5038/1944-0472.9.2.1530	1944-0464
10.5038/2157-7129.2.1.4	2157-7129
10.5038/2162-4593.3.1.1	1528-6509
10.5038/2162-4593.8.1.3	1528-6509
10.5038/2162-4593.9.1.2	1528-6509
10.5038/2326-3652.3.2.6	2326-3652
10.5038/2375-0901.16.3.1	1077-291X
10.5038/2375-0901.7.2.1	1077-291X
10.5038/9780979542275.1122	null
10.5040/9780567659620	null
10.5040/9780567659620.ch-022	null
10.5040/9781408160152.00000039	null
10.5040/9781408160206.00000010	null
10.5040/9781408160220.00000052	null
10.5040/9781408160350.40000045	null
10.5040/9781408160398.00000006	null
10.5040/9781408160497.00000005	null
10.5040/9781408188095.00000022	null
10.5040/9781472561633	null
10.5040/9781472575692	null
10.5040/9781472594617.ch-002	null
10.5040/9781474260428-fpa174	null
10.5040/9781474297820.0013	null
10.5040/9781501304668	null
10.5040/9781509906499.ch-005	null
10.5040/9781628928211	null
10.5040/9781849666275	null
10.5040/9781849667074	null
10.5041/RMMJ.10129	2076-9172
10.5041/RMMJ.10183	2076-9172
10.5041/rmmj.10020	2076-9172
10.5042/bjfp.2010.0183	1463-6646
10.5042/daat.2010.0123	1745-9265
10.5042/daat.2010.0126	1745-9265
10.5042/daat.2010.0251	1745-9265
10.5042/daat.2010.0467	1745-9265
10.5042/jacpr.2010.0002	1759-6599
10.5042/jacpr.2010.0536	1759-6599
10.5042/mhsi.2010.044	null
10.5042/sc.2010.0582	1757-8043
10.5042/tldr.2011.0005	1359-5474
10.5045/br.2015.50.4.194	2287-979X
10.5045/br.2016.51.1.23	2287-979X
10.5045/kjh.2010.45.2.136	1738-7949
10.5047/eps.2010.02.008	1343-8832
10.5047/eps.2010.11.002	1343-8832
10.5047/eps.2010.11.005	1343-8832
10.5047/eps.2011.02.009	1343-8832
10.5047/eps.2011.05.006	1343-8832
10.5047/eps.2011.06.001	1343-8832
10.5047/eps.2011.10.011	1343-8832
10.5047/eps.2012.12.008	1343-8832
10.5048/BIO-C.2013.2	2151-7444
10.5048/BIO-C.2014.3	2151-7444
10.5049/EBP.2007.5.2.116	1738-5997
10.5049/EBP.2007.5.2.126	1738-5997
10.5051/jpis.2010.40.2.49	2093-2278
10.5051/jpis.2010.40.2.56	2093-2278
10.5051/jpis.2010.40.2.86	2093-2278
10.5051/jpis.2011.41.3.131	2093-2278
10.5051/jpis.2011.41.6.263	2093-2278
10.5051/jpis.2017.47.3.143	2093-2278
10.5054/tq.2010.232866	0039-8322
10.5055/jom.2014.0214	1551-7489
10.5055/jom.2015.0284	1551-7489
10.5055/jom.2016.0313	1551-7489
10.5056/jnm.2010.16.2.113	2093-0879
10.5056/jnm.2010.16.3.319	2093-0879
10.5056/jnm.2011.17.2.189	2093-0879
10.5056/jnm.2011.17.3.279	2093-0879
10.5056/jnm.2011.17.3.312	2093-0879
10.5056/jnm.2012.18.3.258	2093-0879
10.5056/jnm.2012.18.4.373	2093-0879
10.5056/jnm.2013.19.1.78	2093-0879
10.5056/jnm.2013.19.2.179	2093-0879
10.5056/jnm.2013.19.4.433	2093-0879
10.5056/jnm15146	2093-0879
10.5056/jnm16018	2093-0879
10.5059/yukigoseikyokaishi.30.19	0037-9980
10.5059/yukigoseikyokaishi.39.1	0037-9980
10.5059/yukigoseikyokaishi.62.410	0037-9980
10.5059/yukigoseikyokaishi.65.418	0037-9980
10.5059/yukigoseikyokaishi.66.1116	0037-9980
10.5059/yukigoseikyokaishi.72.58	0037-9980
10.5061/dryad.38s74	null
10.5061/dryad.5g2s0	null
10.5061/dryad.5s3b1	null
10.5061/dryad.693j8	null
10.5061/dryad.7jh0q	null
10.5061/dryad.7m6kg	null
10.5061/dryad.868sm	null
10.5061/dryad.c36k6	null
10.5061/dryad.cf493	null
10.5061/dryad.g1qr6	null
10.5061/dryad.km109	null
10.5061/dryad.kp8t3	null
10.5061/dryad.m6t1m	null
10.5061/dryad.n618q	null
10.5061/dryad.pm166/2	null
10.5061/dryad.q447c	null
10.5061/dryad.v4h76	null
10.5062/F4222RR4	null
10.5062/F4TD9V7K	null
10.5062/F4TX3CB1	null
10.5062/F4V9861X	null
10.5062/F4Z60KZF	null
10.5066/F7BG2M33	null
10.5066/F7FJ2DWJ	null
10.5066/F7TT4P3G	null
10.5070/P2P881	1944-4370
10.5073/jka.2010.425.167.326	null
10.5073/jka.2010.425.302	null
10.5073/jka.2010.425.340	null
10.5073/jka.2011.432.098	null
10.5073/jka.2014.446.004	null
10.5073/vitis.2016.55.135-143	null
10.5075/epfl-thesis-1409	null
10.5075/epfl-thesis-2707	null
10.5075/epfl-thesis-3230	null
10.5075/epfl-thesis-3296	null
10.5075/epfl-thesis-6422	null
10.5075/epfl-thesis-8241	null
10.5078/corssa-00180805	null
10.5080/u7172	1300-2163
10.5080/u7194	1300-2163
10.5089/9781451811186.002	1934-7685
10.5089/9781451842937.001	1018-5941
10.5090/kjtcs.2014.47.4.344	2233-601X
10.5091/plecevo.2010.411	2032-3921
10.5091/plecevo.2010.437	2032-3921
10.5091/plecevo.2011.513	2032-3921
10.5091/plecevo.2012.545	2032-3921
10.5091/plecevo.2012.590	2032-3921
10.5091/plecevo.2013.844	2032-3921
10.5092/jhna.2009.1.2.1	1949-9833
10.5092/jhna.2010.2.1.3	1949-9833
10.5092/jhna.2011.3.2.3	1949-9833
10.5092/jhna.2014.6.1.1	1949-9833
10.5092/jhna.2016.8.2.2	1949-9833
10.5093/ed2011v17n2a4	1135-755X
10.5093/in2011v20n3a5	1132-0559
10.5094/APR.2011.033	1309-1042
10.5094/APR.2012.018	1309-1042
10.5094/APR.2013.009	1309-1042
10.5094/apr.2013.010	1309-1042
10.5098/hmt.8.41	2151-8629
10.5098/hmt.v1.1.3004	2151-8629
10.5104/jiep.14.453	1343-9677
10.5114/PJP.2012.31499	1233-9687
10.5114/aoms.2010.17074	1734-1922
10.5114/aoms.2011.22067	1734-1922
10.5114/aoms.2011.23421	1734-1922
10.5114/aoms.2011.24145	1734-1922
10.5114/aoms.2012.27297	1734-1922
10.5114/aoms.2012.30948	1734-1922
10.5114/aoms.2013.33181	1734-1922
10.5114/aoms.2013.33331	1734-1922
10.5114/aoms.2013.33356	1734-1922
10.5114/aoms.2014.44856	1734-1922
10.5114/aoms.2015.50960	1734-1922
10.5114/aoms.2015.53304	1734-1922
10.5114/ceji.2014.42135	1426-3912
10.5114/ceji.2015.54603	1426-3912
